headline,link,source,region,published_at
"Watch Oil Prices Rise as Ship Struck in Hormuz","https://news.google.com/rss/articles/CBMimwFBVV95cUxQazhrM0FFUll5NjVLSzExTVJTT1pOOG1VdEdnVXl3RVZDR3psaFl6V0hlYmYwajdZdTEyZFl3ejZheVlrUnlhYU4ycVUyMXcwX3FiTkdybnkxZnQ3SUxudUR1WU5kaG9QR1dob24xNF9JS2l6cVZteGtRV2kzb2dPWkVkeXl3VVV6WkN2a29BaUhUNVF6aXVicHJUQQ?oc=5","Bloomberg","Global","1782432000000"
"Khamenei’s bunker reportedly included blast-resistant room as missile protection","https://news.google.com/rss/articles/CBMiakFVX3lxTFA4Q3h6dk00QzVKU0VMMFl5YktyTmtBOXZDbTg1U0t4Q1BncnhZQUpuVkxjWGJKUWpSYTRHeTJyTHMxRUFrZXZoVEVOdjFBaHdDWnNDYmNDQnptX0pTS1FjeUxFaThlMFplRVE?oc=5","The Jerusalem Post","Israel","1782432697000"
"UN says Hormuz evacuation halted after ship struck in Iranian attack","https://news.google.com/rss/articles/CBMioAFBVV95cUxOalBHX3RWZm1lRERST09oNG4tVTU0d2hScjFoSE1YS2MwaEJUbFlGSklfTUUxbzVRYy01aEl0RmVuN1JxVXRBQUdHVUhfUl9EbGltMmlmYV9hd2ZjZE5JSnQ3dnpGOHp5NzBhM2tGSkQzVWRmSGNKbTllTk1mNl9EX1dzR2dBaUVGbHIzbGlUVzQ0WWRIWVJ6Z0ZPOFZfZ0hJ0gGmAUFVX3lxTE4xODN3N1RQWEVkUXVVWGFxcWowcUw1VFpSSFpNaGk1aUFBUUtTd1ZzcFVlZ2VDY3FvSDk5c0tYck1MY2lKOF95cTlBczlnNG9lOFdTVE9JZm5ocU5SaFhEa0ZVZmk1dUNVVDJxbGRGdW5xdXlCU2I1ZjBwRG10M3lyWEJwVEJ2dk9lZlF3NjJIeHpDXzM4SVZ0RjMtemw5QWlVZnpWMWc?oc=5","The Times of Israel","Israel","1782432109000"
"Will Asim Munir’s push for US-Iran peace pay off for Pakistan?","https://news.google.com/rss/articles/CBMicEFVX3lxTE5FbGZjVVRyQmNTdWtyWDUwSEpXbUhKZTRpbVhROGpVX1RlNlliUG9nSl9BMzdMOThKTHRVcERKZUtoVGl6cThtUjl2cGJwNTUyTndCQmg0UDdyaElnN0hGYzBDYi13OFRwZnBVa2lxMTg?oc=5","Financial Times","Global","1782434425000"
"How Iran Devastated an American Naval Base—and Caused a U.S. Recalculation","https://news.google.com/rss/articles/CBMifkFVX3lxTFBXQ3d3ME5VclhzVzFQcHhab3BZMEg4QTFTYzFVb0dnN2RqcXI4VzVpMDJkX1hsTWpjVF9GYlgzclQ5UFFIZmtpMDU2NTdvRGgzeHhvWDF4bHRPODVRQ2pWQzJtTVE4anN4MF9VUjRHckdOQ2RiNlZ0bVRaV2FMZw?oc=5","The Wall Street Journal","US","1782435600000"
"Iranian Attack on Ship Near Strait Threatens U.S. Deal","https://news.google.com/rss/articles/CBMipAFBVV95cUxOYzFvVEVHNGVvN2c5Q1F0bXYxRGhuZVN6QzJZeENqUDRqeGx0UTV5ZXg3dy11Z0plbEhaUjROYXIwSGp5T2N4TlY1UGo2cTNCWnczdjZGdldRTktPOWJXN1pyaDMyTnZoVTFtLWdsc25rSzFORXNPVVVYUDN0b0xSeU1pWk1lOExORjNEeHdtWnBtcV93TTNuWTZ2T0dGOUttWGw3Yg?oc=5","CNN","US","1782435241000"
"Iran trying to make nation proud despite challenges, Ghalenoei says","https://news.google.com/rss/articles/CBMiswFBVV95cUxPTmtkRWZqa0V5U2pjUGppSHNUVXdrQkxJaUtYLXZKZ24xR3lVOFU0Q29RMFhKSk15RmZLbk9VZnoxOGhOdldXcEMzdWd6OFlidjZqb3BmbEJMdjlPeVpKM3dTeVV1dmZQRzRDbEV3dWlScmdUTVJsLUxzazYtYTNwTHJNZ2xGM2tSTEFrWndMTUVUTmxBaUVYOGR4V1daZVJXY3huZGV0c3N3d0pvWWViWWJycw?oc=5","Reuters","Global","1782435600000"
"Fifa confirms rainbow flags to be allowed at Egypt v Iran World Cup ‘Pride Match’","https://news.google.com/rss/articles/CBMiogFBVV95cUxPbHduTy1uRFg1dzlmckdlZkhwS0kyYzUwX2xMOVJjZHZIUkxjUFdrODZPRTBTY21IUExldVRhWXlSdTZkVmN5QTlVRGF5VXIwclF3TU9VN1REWW9iUTBWNG5xbGhPZ21GOFlCdUkyMnMwSTlQSjVydXdRRHBrYklRUEZhaXBVRUtTVUZTOEV3RlIzWnhQSmRjTVh1bGNMSm5lM3c?oc=5","The Guardian","UK","1782438660000"
"Iran and FIFA refuse to answer questions about Seattle’s World Cup ‘Pride Match’ vs. Egypt","https://news.google.com/rss/articles/CBMipwFBVV95cUxNOGdCdmZrQkhmYmsxSXJrUEV0Q2U4MmQyUURxcXFVREd0b2ZHY2dVdDJ1TjBNWmlXNlFnZzJ1LVJSUldwejJxUHBTY2t2VkNGTFItX2ZEX19CQnI5ZEk5U0ZKU1Y5XzBlNUwwbXEwLXdWSlJFcXpEY2hmajQ4dm5hU2dnZFNoS25GNnlaZG9YRXNjQnFUaUtkeDltWWdPZENMMEotNmUwOA?oc=5","Associated Press","Global","1782439380000"
"Operation Hormuz': How Italy's minehunters would neutralise Iran's sea bombs","https://news.google.com/rss/articles/CBMixAFBVV95cUxOWmFqRm9pcEV1TjV0TnF2R0JSTS1QZkNFUzRuZ3RoNXNoTm8xVDRCMkdFRGRQSll5c2lHQjZ4VWZiV2RsTjlac1hNWHNjWHg5UDlsOTdtakFJZy1UOTM1cGtsWGhyTldUQXNfRVNiX3BVLTV5OGM3RnB4cWpkNkJvTktyWFk2UXJ6S04yVXItSElFZzViQW9Xbl9CNUpEU0VxSXVSeFJLLTNZWGlXaDh1ZUJ1TGZ4OWZwWXNqdXVCUTMwTC1C?oc=5","The National","Arab","1782439648000"
