headline,link,source,region,published_at
"Urgent: U.S. missile hits near passenger terminal at Shalamcheh border crossing: Iranian media","https://news.google.com/rss/articles/CBMifEFVX3lxTFBENjZiUVV5emVuelBsa1JkbTI5d0x0MEVWNGFHYUFWM0ZsUk1kOTFRR0xWdmU0NEhMLWhkcWduWWpWaXRzTVF5MEhaSFFzc3E3TkQ4ZVUzYVhsUk0zQ3htUU80MmltWmVnRTlZRTNJdlZhNjRJZm9WNnNDUkM?oc=5","Xinhua","China","1784765880000"
"US-Iran tensions underpin dollar as yen nears 40-year low","https://news.google.com/rss/articles/CBMipAFBVV95cUxNcmxmYW0zRFBGQlpfRDY2bXdwMk1FNzJQVDVOZXhHMTY3QlAzeG5DRDRqeHRNQk1ELWpLTEtSSGpkVjJrcHVzb3RNQmxHc3d2b1JEMGJ1TEN1bDJKVGFzcFl0d0FjbUNBRTRRMDJVM3BST2htNmwtRExMNGo2RTlSREhGZXZYa0ZneWUzY0s4RXVlTWxmLXI0cEJBSW1UbVJrWjBPNw?oc=5","Reuters","Global","1784767800000"
"Oil prices rise to six-week high as US-Iran tensions escalate","https://news.google.com/rss/articles/CBMiqwFBVV95cUxNcEZlQTh2dnVnblEzaVc4eE81SE92UFhTN2VJSXQ4RGdOQVFLU2FuUTB6d19yWWotOFZzQTRaRmlPanZpYkdPZ18waTVpd0lsaWJPRU9aZkd5VU9lZ3RvYi00RGh3TUFsV3JYTGpNc21BOE54N01TbmtCOWh2UWtUTFhZQVlfVHBNS2F1ZDhJS01RT001UDRBQ3MwYTFqM25uaUcxX1E4R3JTX1k?oc=5","Reuters","Global","1784767200000"
"Trump threatens to bomb Iran’s bridges and power plants","https://news.google.com/rss/articles/CBMicEFVX3lxTE0zZjJBdzVVcU5sbGJNWWNnWk1EWG1qdEUtd2VlZTBGN1RGZE1NUmtTM2FQUXRHS0RjZUZwQXl5VnR3UGtJYUlIVlJUZVR1MV9fMjJ2SElITXRJOFF4d2lPakxfV0o0dzhlXzRzQVBYZFI?oc=5","Financial Times","Global","1784766629000"
"The Debate Over Ancient Iranian Jewelry Worn by Zendaya","https://news.google.com/rss/articles/CBMihAFBVV95cUxQX0F3T1RSYmU1SjNIbmp6WEthSkNRdnQzTENINTdsRnRpYkdaTUYtdXp3MWhQejlaREtPUXlnRkIzWHZvTjNlYW5HcUlnNlYzYlo0Zkc3Y1ZuY25DM20tdDlTZ1VZajJVQ0dPME5TcUk5cWE0aHluOEhDczJWeE9wdC01Y2M?oc=5","The New York Times","US","1784768008000"
"Trump Orders New Strikes on Iran as He Calls War a “Skirmish”","https://news.google.com/rss/articles/CBMipAFBVV95cUxNWkNUdWItSzlYTjQ4WmFqQ1pJX1lBdXA1ODZjQVBrNzVVTVB6dXp2eFNGaVFQSUVIaWRXTTlYT1RBTmxvZXpOUS1OQlFlalRLWTZVdXpVcFlQQjFCQ2ItNTd0VEVrb1ZyeTducFZOakJueVQ5MV80NTdSdHJhMVp1alMtYXJ6ZXNkcDVoV2xId1diRzloVWQtdmcySUtzM0Jkcl9HdA?oc=5","CNN","US","1784767929000"
"GOP Sen. Rand Paul Warns Party of Voter Backlash Over Iran War","https://news.google.com/rss/articles/CBMiqgFBVV95cUxNcVdzMGcwYjRsa0JIbENsSzVoM1NJZFpSYWlJMmlTaHZJT1ZVVTBXYWhWdElFMGE4S0hNUEM4Y0Z6c2VvbWdSUzdzRmZXY0NtbndBRFA3TTFaeUF5Vno1NUM3ZlV6ckstY0p3YldHdnlRNlZneDYtaXNKLVVWRlJaYTVjOFVfVk9ETXdpUUR3Z2NiT1dKNm9RMFRlMmxZV2xxMzlJbnlmRHhqdw?oc=5","CNN","US","1784767329000"
"There is ‘uneasiness’ on Capitol Hill over US-Iran war: Axios reporter","https://news.google.com/rss/articles/CBMiVkFVX3lxTE1HaXRfZ2k0bWo2ZVVaQW9NNWM0TXRtOFZNbV8tZUlWNG01RnRXRzE4M2drTFlabENqSXJwaFAzZnRNOHdRVjl2U0x2ai01bkota0hlRjlR?oc=5","Fox News","US","1784767055000"
"Pakistan, Iran pledge security cooperation","https://news.google.com/rss/articles/CBMihwFBVV95cUxQa2JwdV84V0lnMUFZMW1aTnRWUEVzU2JPdXIzMlMwbkJWbWY2MmpTdHV6ZnZ5V2JoZGdfY01KbXBSUHpGLXd3bHFLVDlXelFhWExNODRILVRPdEJEX3U2cjlyWmc3M0hQMVk3V2ZHdm4xY2M0UjFQM1ZRZ1lnbXdSYTU4Q1JNYknSAY8BQVVfeXFMT0FZUlFfaTdDb3p6TGctRkdYVnFJMFRVanlCWjhBV2ZCczRmZF9YbVhoVjE3NmZ3ZkZZU0FPczBLMUQtWGRIQzBKMmo5aWZtZXdyNDhtZllJOGczRDQtaG43SENINnNBX3ZoQi16aHk3a3gyYXA0U0tUMmlNUmNUbDYyWTc0d2NTV3Z4b19MbVE?oc=5","The Express Tribune","Pakistan","1784769430000"
"Iran's Guards say tanker catches fire after explosion near Strait of Hormuz","https://news.google.com/rss/articles/CBMirAFBVV95cUxQMjZfVk1nejVVdHdVd3VXTDNPM3QxUjJocGswUUYwbXQ4MVRSVWs0MlVrdS1qVy1yZVdVSnp3cmd5VWVxZzJRVWtmRWtXeXZjd2hQd1U1bjczdjNqbE1NZGw3NGFVa2tkekFpM1haNDFxZDlKdEhiS28tanZiTWZHTXMtUWF2ZjBCTG9ycTdqZ043WHNQSmxLeGk4Zkt0bUZCRWlGRExuX2pvWmZU0gFOQVVfeXFMTWNoV3FwTjAxTE9odG56MGR1Vm1NWEJldjh2U1FaTWtvVXNMVWhEa0d3WktXbnpoQmdHQ2FvTzVpazQ3V0hrSi1rbGViUnJR?oc=5","Dawn","Pakistan","1784771777000"
"US launches more strikes against Iranian military targets","https://news.google.com/rss/articles/CBMilgFBVV95cUxQMmsyS19jVTRDWGZDS1RiS3pMX05Eby1lSEthYkZ5Rk1hb1FBNzdOaGhZV21IYnp3TFFZdTNlTmRXTXZKSXZZY3pmOVpObFJiZUpKT2dSSXZJZHMtVTM0SnFCVzY2eXhTckp3SHdHdjlfSlA4a0RoVmpFZERiNmZWRzVhaFJ0aDBEbU9oTXN6Ny1udWFsc0HSAU5BVV95cUxONzZrT0lqVmZvNVVpMHBySktXNW4ydFptU01HTlA0WlhqZV9EQjc0U2FGbXh6cDl3cjB4MVk5dGZBOUpFaTlEV1Z1VW15VVE?oc=5","Dawn","Pakistan","1784771688000"
"Trump wants to retaliate against Iran after fallen heroes return","https://news.google.com/rss/articles/CBMiVkFVX3lxTFA0eUg3M19uN0Exbk90REN3TkRmbFExQ0xGZC1SMUVBODhsRHVpRDlvRDA5Uk9BTUhlLVhKVFNwZ29xSWRsZXoyaC15dkhPYk1vY1lGQ2pB?oc=5","Fox News","US","1784771766000"
"Oil prices rise to six-week high as US-Iran tensions escalate","https://news.google.com/rss/articles/CBMimwFBVV95cUxPdWpuQzk5NlNGSFo4YjlFQWljNEZ6YzZVWFBoTUVJN3ZlSXRxR1VhS2FvaVpsM2kxeWVUQS0zcUduOWRvSE5CdVQtZ3hEZjY0M0VuYzJ0WHUzVi15QWNwelJYZk04a1Nyd1F5S1p0WjRZcVlzRXE4ZVJ0WkhkeW11eEE0SEtkb01hcXJtT0JPck9BNXduZk4yOVRpMA?oc=5","Dawn","Pakistan","1784771792000"
"US made Arab states a battlefield against Iran: Commentator","https://news.google.com/rss/articles/CBMixAFBVV95cUxOam9yLS1EeVk5NDIwLXR6YWJhaGdmM1k2M0t6V1hOV2hpdWt1WGlDS2QtYkZhQjB5TDBiV2xxcUgxYnRiZGJlNHVLc0lTNVVtd0UxeENLeEEweGIwM0VxSmQzd1VuMHZORGZnalcwcm1xRUF3UWZyMk1XTU53RUZ2V3p2TzdSZkRmUHlxbFVzM0RreVFpZ2lsVGtKakF1aXdtSmpFUHIzQUFzZHlJRlFFMDZQWm1sdjNONE9yOVhYQlAzcUs5?oc=5","Press TV","Iran","1784775060000"
"Hegseth grilled by skeptical Congress over funding of war against Iran","https://news.google.com/rss/articles/CBMiwAFBVV95cUxPWTZTQnVUd0FKVWJudVZxWGdKM0dPZEhidk9iX20ydmt6S3cwY3NKWUlaSjE4Uno0MWJHM3U2aHBLWjNhdWUtMTBEMzFBV1FubnZwTDJFZElYSWJGckZ0V3FPMmp3YmRpWllVT2ItY2pXSGRPVG00QVRCLU5RRnhRVlgyZTNFVzB6VURBRWxscldpWlNSRkk5Vm40SmxFdTNiTnBSZnlUTENELTkzWUxkRzNkOW1tME9LQzdzNXhxUjg?oc=5","Press TV","Iran","1784774580000"
"Iran threatens total regional oil blockade following US infrastructure strike warnings","https://news.google.com/rss/articles/CBMiwAFBVV95cUxPVGpPOWRzZFFlYWlwR2E3NlMyUlJvYVh1S1dpMkFtU01iSUFXcDlKUHh2VkppWG5UNldHUkIyVUIzWmN4WGNCeVpmNDRiSlFNb2JjU2FvYXdUUGh2Mklwam1HaDkwTkpQQWtGaDNURkZINHRnMzNMOWNsNy0tT2RKS2M1eFFXNVhtTi1EOXZiUXlPazVIZ1VmQ1pDQWFtMFhZYnZJUTZtSzJCVzVyTnpmWHA3YW52RzM4aXdZOHNYTnc?oc=5","CGTN","China","1784774335000"
"Donald Trump considers Iran escalation as US military forces gather in region","https://news.google.com/rss/articles/CBMiakFVX3lxTE8xQVRueHN2QWV5M3ZrSUdUd2x6VmZ0TnJtRDBtYVIyblBNd0pRaUFja3dNenI0QUxJd3JsbXpoQzF0NjdXZ2xoWUQyMTF1WW5BSXhYLTVZSXRFTk15MVQ1Zy1IaUxJSGRRa2c?oc=5","The Jerusalem Post","Israel","1784774155000"
