headline,link,source,region,published_at
"U.S. says it shot down Iranian missiles targeting troops in Middle East","https://news.google.com/rss/articles/CBMixgFBVV95cUxPeHp4X1hONlVjM0VkRzlxeHQ1eUQ5X0ZTY1pRVHBmUThjc2o1RjlMVlRuSkREbXZNbUl4b3R2dGk5Q0otMTlCbVo3UmpFVWN6cUEwLXZpRUxJbGxyU1pBbE5UZlZVLWpmektjZ1FRQmJYeWpRa0I5bWRWZ0ZEaFJZOUt5bm11T3BJZmhmSjVvN3I5MWJJMllTY0tKS3lsbERiOWRDTTBuY0M3c2FJWmpqanN2N0lzb0tGc3BWYU1TQS1raHc0ZWc?oc=5","The Washington Post","US","1785283250000"
"US Intercepts Iran Attack, SK Hynix Profit Miss, More","https://news.google.com/rss/articles/CBMioAFBVV95cUxNYzV3SjdEaXBGUWF0N1Q3SDZlQjBUR2VfX1g2RmlseE0wOUxJWVBld0lSaTJsbl9XVkstSXItQXZpbVhUWGh0SDRqSnVyalRmTWRSWVRIZGZrcEJDb2xvSklxZEtpZlVpZVlYbmV6RmR1SXhtNkJiSVNDdWpjeDJXUXFHbDRSUVJ5RTl3WmhGZ283Y3J6Zzc2d1BEbGRvNzR6?oc=5","Bloomberg","Global","1785283718000"
"Iran launches ‘surprise attack’ on US forces","https://news.google.com/rss/articles/CBMimgFBVV95cUxQNmFzSjc2UnprYkRLeWdRYjEwNUZ5NVdMeVo2WVFQZnprd0ZadDMxYzBPd2J0aE5pTWVmQVQyWW9kdmpFQmM2akMwaDJoWklvTVdUdXZ4cERNRHdJNlMtTjJQQk43STBNd0lodGt2eHRnUTJnVklmal9zNFh6STN6Yk04OFpJdGxDazY2bGNjSHNaN0hCNXNIeFpR?oc=5","The Independent","UK","1785284460000"
"US says it intercepted ‘surprise’ Iran missile attack on its forces in Middle East after lull in fighting","https://news.google.com/rss/articles/CBMihwFBVV95cUxPUnhldC1JdU5femNoX1VfRUkycHJIWE00Q1hqR1dhV2tpX0JWbm9pMmJjWUdod2Jib01KRjhzNTRNUU5tQ0UxZkN3eTZhcl9pVFJtYzUxRUQwcVNjWk8tb21BS2t0c0drM1hGRU9TMUlLWGtpb2RrNmFhS3ZoYVEweHZaNjM5SE0?oc=5","The Guardian","UK","1785284017000"
"The US says it thwarted an Iranian missile attack that ended a brief pause in fighting","https://news.google.com/rss/articles/CBMi0AFBVV95cUxPUG5CSTdST0tacXZYaENhX3VOVDlhbG1DWXdlTjZ0ZDlZRUFuaDJQS1ZmcUZ3N1VsOGJRRUVXcUZTM1VjcmM3YVN3N1E0N0NFMk5UNy00ZFlHc096bDRtQzBsdUtDTlJNMlFwQndUdVZYWUV6NGtPbTVsWkIxdG9aWnZMNzFNR2V1ekw1MzhjcGYtMFlXTzBOLUJ4aVlydlNvOWF0YUZ4WnZTdDVVVkhiTlpwU0pOeGpRNnJiTXM4U25QajFYM2dNSWY0d3pDdk56?oc=5","The Washington Post","US","1785283812000"
"Pentagon ties new casualty category for renewed US-Iran fighting to the end of 'Operation Epic Fury'","https://news.google.com/rss/articles/CBMi1AFBVV95cUxNd1dEUWRpYnNPOW5SaV8tMnVRcDdBNDdxek5sREdSWDF0Umo2YzNRMmtEbS1rYWprY2RDcWFuNk5BX29GUi1HWHJvZlhvTWZLTi1BN1p3bnpUdV8tQ0xlTkE1OWVWM254cG1jSGhxVDlocjNvWlpuOENkWlVFRVZVOUcwczdKOXhxNjBpZ2x5alg1OWswRUM2dWNjaDQ5OWVxOGxBcUNNMXZmVzhNdTNFN2JXdE82dFB6S1NiYkFtVXNnMFBBZDJXVElSS0VfWi1jc3FnOA?oc=5","The Washington Post","US","1785283812000"
"Recent fighting with Iran further draws down key US air defense stockpiles, analysis says","https://news.google.com/rss/articles/CBMi2wFBVV95cUxPS25Nc3RPcG1uY214b3c4eXVmMFlKdXhFbWJobXFsZHVqX1NsVXRxRHdkYkVHa2RtT1FFeWVVSVNtVm9jX0ZhRUUzOGJFOEZPQnpCX0hQU21CYnhkU0JTblVhMEwwWlk4WWxWUy1XWjFZWTNRUnBBVWoxcElWVFhkbTN0MDQ3V3QtZFoyVkIzbWhZQ0duaXk0MFFycUY0YUh6aEowSmlaYS1sdGptNm1mR19KSWtvcnNZTEhSbmdpWkY3SVQxSHpRTjhHcV93TnZ0TDl1N1UtX3BFV3c?oc=5","The Washington Post","US","1785283812000"
"U.S.: Iran launched missiles against U.S. forces in “surprise attack”","https://news.google.com/rss/articles/CBMia0FVX3lxTE5tMXExaHlOeGs4M2pZNFJORHliNC1pc1hIWjFieHg3SVpUOHk2YVBuYW94bFFNcEQ1WWdETm5mUElmNXE5NUNmZHFpZXRmb25OQUptYmtLeFpURm5odk9adEhBYzdBaFFGZ3lJ?oc=5","CNN","US","1785283556000"
"Netanyahu expressed 'skepticism' to Trump about a potential Iran deal: Politico reporter","https://news.google.com/rss/articles/CBMiVkFVX3lxTE1fZ3otLVFNY0dHYnRXbzJGbmgwQ3RGNW5XZzZ4Q1NBbm04NmFjTXdHeGdUblR4R3pzQ0xKUXFsdjJrVV8yUDFmOVE2YkJUREdxdlljYVB3?oc=5","Fox News","US","1785283379000"
"U.S. forces intercepted Iran's ""surprise attack"" on American forces in Middle East: CENTCOM","https://news.google.com/rss/articles/CBMijgFBVV95cUxQRHliUWFXRk9iUmd1SlVhc3pIeVRlVEZWYk9FRHg3alNLeEtvT3l4VVU4cG5jaWkwUVB0M1BwVlc2NnBPM0g1WTZYbGFLd2EwdFNNdWFUbkhUU2Z3ejhTaVVrT0xJcGE4MUxYR1B6cFFzYWE0U3dvLURsZlNKSEN0TU1vMy1DZmxHX1ZWMUZR?oc=5","Xinhua","China","1785283410000"
"Flash: U.S., Saudi forces launched strikes in Iraq against ""Iran-aligned terrorists"": U.S. Central Command","https://news.google.com/rss/articles/CBMifEFVX3lxTE1zZ1RGS2NuUEFIcDhnenJkeG5hVURMWFNiNG9icXM4YjVpYXdwNkFKX05oV2FUSzY3Wk5HX3E3cDZpYXpyTWEyYWkxR3didEhnYnkydUdvNEsyRHZDTDNHZ2pRQ0dkOURFYzJHUmZtUXFqS3pocTl1dWxyUi0?oc=5","Xinhua","China","1785285720000"
"US and Saudi Arabia launch joint strikes on Iran-linked militias in Iraq","https://news.google.com/rss/articles/CBMiugFBVV95cUxQTUlidnVXVmF5NkhXclUzX0x4dk5STUY0WDQ0clVOc2doUmljS3RYU3MyNVg5aUk5U2VvNEpZdS1CX3dLQlc4STJGMUJJT05vZFp2b2dINGllOXJlaVY2VGo4cUVsYm1rMUVsd2ZVSU1oTEdnTEJJbXRjQ3N2WFZ1QUliX2FGdkpEbTZXY0VaYlU5b3U1a3pQQm1QWGpXZnpnUkpwRDhPTkVDMjBwN3U0UHZoZlpTU0M1NWc?oc=5","The Times of Israel","Israel","1785285409000"
"US military says US, Saudi forces struck sites of Iran-backed groups in Iraq","https://news.google.com/rss/articles/CBMiwAFBVV95cUxOUHJGTGM0cWxxc1lyajNFQ1Y1NXNKUUdnREtjZDk3Z3RaRUFabm41dmF2UE1YVTFfbVJNTHJWZTlRYzJCTEpGbnVRWlg1akk2cGJKamVPRmZQNEZZRFVsSFp1LXFOOWQxYzRObjYyYmQ1U29LWUVyRHAtNHVFcUplWHlZYWZnWVFJeTVxdmktRVdmaTJ2aTh6SkM5R3VJOEtKR254SzdEMFNyZFJHcHJGN3kwaE4ySVdSUngwbTdhZ1M?oc=5","Reuters","Global","1785285510000"
