headline,link,source,region,published_at
"Britain's navy prepares to clear mines in the Strait of Hormuz while waiting for a peace deal","https://news.google.com/rss/articles/CBMiyAFBVV95cUxNNkVhT0lyQWZEb25xdG1pcDdzX21IMmhlc0VpSWJ2RnZMUjJuZHBDUUlhVnBzd2hvTnhnUEdaSTMyYVdsTzg5dEozajkyVHBCU3ZnYURNdHEweFhJSUllUFpHaERNR0dfaFVEbFJjeGJYaXN4WVQ4MHprU2RBc2QwNVlsRFFPRXVESEpxaTVkbm81Q1l5OW9XdFBNR1FNQ3BJaVAxeWYtU3FMaUkzcmx4cEx6NHlHUmYyOGRuV0R6a3dNR2o4WWt0cg?oc=5","The Washington Post","US","1779579824000"
"Iran deal 'largely negotiated': Trump","https://news.google.com/rss/articles/CBMie0FVX3lxTFBMSkQ0bVN6Y3lHTVhPd1E1elhNa25hZ1lQV3NHQXk4NGRiNk43bHhFVUR5VHBRWXo3TzFWb2NIUEJtdWdlVE5pMV9KOV9iTllqTWc2MFlWcHdyaUpscFJSOVlETGI0dDdtNGtxczNOZ2xTYVNVaEtmMWdfRdIBgwFBVV95cUxPWS1rei1HSnhZRFI5OXl6a25RYmtLeFdEUVZjV3lMWWw2dGVLaHZyakxDSS1MT2NCQ0Rfam8yby1kUFh4V1paMkVxTUFjZmg0M2FqWmk1NmpYSUJZOUlISXZmYU84eURFa2M0MmVXbWZPenJDLTV5bC01eUJ0VHAyeXhBSQ?oc=5","The Express Tribune","Pakistan","1779579431000"
"Britain’s navy prepares to clear mines in the Strait of Hormuz while waiting for a peace deal","https://news.google.com/rss/articles/CBMimAFBVV95cUxNaWNqU285RGxNVlQ5UTlyNnF3aExpaFJuRGZEMjVhaEd6UktfM1A5eEVEc0xlcGNqWm9wQjZmQU5vX3h1ZWVMdDVZeEplZ3hVckFvYXdpeUFMOFRkVkVWOTdJYjV4Q051dFE4eEE4b1RoOXFOZE5uN05kaEhwM2ZkUGxmS1RPSURUNm9Md250VXU0ZG9EZ3lqMA?oc=5","Associated Press","Global","1779579180000"
"Turkish media: Turkish President Recep Tayyip Erdogan holds teleconference with US President Donald Trump, regional leaders on Iran, Middle East developments","https://news.google.com/rss/articles/CBMibkFVX3lxTE1fVUFkVmV4VkZDZi1KbDFZaUtCMkVkY2RIdzVleHM3dDBQYlBpdDhTX2FtS2tzWk92RDhYOS02SXJiSkptT01lY19FUUc5bHFjM3FDeXgtLVFOeU5FVWVEMTdsVXBJZ1N4d3A0NE93?oc=5","CGTN","China","1779579157000"
"Video: Trump Says U.S. Close to Peace Agreement With Iran","https://news.google.com/rss/articles/CBMiigFBVV95cUxPbG94YjkxRkU4VjlqTEJJTVBDSVN1a3lZVXkzeDFNUGlfN2xfUEhncnZUU3FmSUtXeEVVMU5TclJ1dmhJbDhscEhtbjRNNjZDZTZmdWFRQTJ4X1VtamlrbnpFS05ZVHFaWlpXNlJ0VzBraVNnd09RWmFPc0JneDRXaTJ3ZUptSkZONWc?oc=5","The New York Times","US","1779578883000"
"I survived a missile strike in the Strait of Hormuz, but my friend has not been found","https://news.google.com/rss/articles/CBMiWkFVX3lxTE9KTGJoaHEtWGFGNjB2SHVVanRKSGdPbDJtRW5PbTg2VWlEaTBrRk9vUTZGWkF2V0k3MmdVemNrdUJrQXlTNDlleUpJT3Z0cmc4RmZOd2xuS0lKUQ?oc=5","BBC","Global","1779578643000"
"Trump says deal with Iran ‘largely negotiated, will be announced shortly,’ Hormuz will be opened","https://news.google.com/rss/articles/CBMisgFBVV95cUxPdC1Vb0hIT0Z1YW11MTlXLUtxd0l3YjU1NzBZWExuTDZyVjhYNzBfWk8weXhJWGtsZzNOclUtU2U4bmsyUW1LXzBfd3hQNGdlc3I3bTRFR0kyNWlHMWh5STAwNGp0RmdyVUdLNWd0WDQxXzlpR1ROdUw4b0p6WURYUUx2NElsbmlQWVU5SWs0OGs4SURMckVoQTVOWFBuTWtlcGRucm42Q0lkREN3eW9UcU530gG3AUFVX3lxTFBSWDJTeHFEYVR1R2dnTks4a2JJTFk5RWZGX1pFQk96Vmk1ZEZLZzlVYU5yZy05Q3p1YWl5SDVya3hJbzQtMTdkblljU0s0UTZEMEtaN2tyT2YwX1l3NzlMTWo5eU8ta2l4dU96akJkbUVTbHB6OUFocWhXUFRCaS1MdGUxZ3RsQnpqVEVTbGFpVlRMX2tNQktjVVA4TGl2LTQ5clc0RnJfR0JudWN3aVo4S21EUzVPOA?oc=5","The Times of Israel","Israel","1779578511000"
"Trump: Iran Deal Will Be Announced Shortly, Kash Patel: Shots Fired Near White House Grounds, More","https://news.google.com/rss/articles/CBMirwFBVV95cUxNdEpoNUNFbi14Q3JhZ01sNTI1ZjJibTEyOHV4NGlhaGdVdTNLNzI3VDl0eEpJWU1jQzZYU0liejZUWE0tSnpHem9IRGpSOUVWeXFfZnpoNzFnN2NENzdxSFZzbmtfVGZwQUltMGRlVnVkT0I0NWc1SW9yRk02cTMtTHZhQmQtYmZhNzFfWFdMZm56ZHpkWWxSbDUtVlF0QmU4SEd3MzFBX1VJUUtWVG5B?oc=5","Bloomberg","Global","1779578385000"
"NYT: Iranian officials say Tehran has agreed to deal for all fighting to stop, Hormuz to reopen","https://news.google.com/rss/articles/CBMi1gFBVV95cUxOUkZFbVU3U1JLMkZHYVhJV1NxQ0lyWTFjUmoyU05Da1VlRXh1TjBMcmFnRFZoSXVGck85Nk5XTmp0dWxibzJVaHJ2Y0dNdXJBLVVZaDBRX1JHSDFvTFllcGZ1VEdHSkpzQlZYejk5TERUT3FKV3Fpcjl0eWxnRzJ3ZV9IZGNIOGQtZjdHdl82RXJ4TlMwNlgwX2JBbmdUeWJGUXdUOHJuZ1M5U0RYdDEyMGJtbmRtYmZSOXNrQlM5UE5JZ3doR2xZVVZQU3ROa09LQkxKS0JR?oc=5","The Times of Israel","Israel","1779578340000"
"Trump says peace agreement with Iran ""largely negotiated""","https://news.google.com/rss/articles/CBMijgFBVV95cUxNRUJrRjRKRkNoaFNkTzEyaVozcHNuQWdWOHA0NXRDUlhIdF95ejFpSkFiaUlYT1JScnFZaVowOTM1VDFZQ0dVMlYxNzNwNGh2a2RZejB3YkpHWUJ1d0htYS1iUTd3RHNmVXh6YUZXU3FjeUN6R2szRjVwS1k4dnFOYnpkQTcxeGJiRnlaZmtR?oc=5","Xinhua","China","1779577590000"
